target_unit,target_head,correct_element,lexical_category,subcategory,source_target,error_variant,error_type,learner_sentence,correct_sentence,comment,source_error
who are not playing the main,who,,similar_words,,statistics,,,,,,REALEC
parts),parts,,similar_words,,statistics,,,,,,REALEC
refuse,refuse,,similar_words,,statistics,,,,,,REALEC
On cold mornings the car,on,on,similar_words,,statistics,,,,,,REALEC
always refuses to start,always,to,similar_words,,statistics,,,,,,REALEC
deny,deny,,similar_words,,statistics,,,,,,REALEC
to deny categorically/flatly/,to,to,similar_words,,statistics,,,,,,REALEC
strongly,strongly,,similar_words,,statistics,,,,,,REALEC
He denies committing fraud,he,,similar_words,,statistics,,,,,,REALEC
It is hard to deny that Bob is,it,to,similar_words,,statistics,,,,,,REALEC
a good man,a,,similar_words,,statistics,,,,,,REALEC
Her request for time off work,her,for off,similar_words,,statistics,,,,,,REALEC
was denied,was,,similar_words,,statistics,,,,,,REALEC
have/has,have,,similar_words,,statistics,,,,,,REALEC
been to,been,to,similar_words,,statistics,,,,,,REALEC
My father has been to London,my,to,similar_words,,statistics,,,,,,REALEC
twice this year. I don’t think,twice,,similar_words,,statistics,,,,,,REALEC
he’ll go there again,he,,similar_words,,statistics,,,,,,REALEC
"After the final performance, the director threw a",after,after,similar_words,,statistics,,,,,,REALEC
party for the,party,for,similar_words,,statistics,,,,,,REALEC
She is a regular,she,,similar_words,,statistics,,,,,,REALEC
of the evening news,of,of,similar_words,,statistics,,,,,,REALEC
My English pen friend has,my,,similar_words,,statistics,,,,,,REALEC
Moscow,moscow,,similar_words,,statistics,,,,,,REALEC
for two days only so he hasn’t seen much yet,for,for,similar_words,,statistics,,,,,,REALEC
The concert attracted a large,the,,similar_words,,statistics,,,,,,REALEC
The postman was accused of stealing money from the,the,of from,similar_words,,statistics,,,,,,REALEC
post office but he,post,,similar_words,,statistics,,,,,,REALEC
everything,everything,,similar_words,,statistics,,,,,,REALEC
We can have a party tomorrow as my parents have,we,,similar_words,,statistics,,,,,,REALEC
London on a business trip,london,on,similar_words,,statistics,,,,,,REALEC
The,the,,similar_words,,statistics,,,,,,REALEC
lining the road cheered the racers on,lining,on,similar_words,,statistics,,,,,,REALEC
"He offered to paint my house, but I",he,to,similar_words,,statistics,,,,,,REALEC
hire him,hire,,similar_words,,statistics,,,,,,REALEC
We have already,we,,similar_words,,statistics,,,,,,REALEC
Great Britain. Let’s,great,,similar_words,,statistics,,,,,,REALEC
travel to the USA,travel,to,similar_words,,statistics,,,,,,REALEC
room/space,room,,similar_words,,statistics,,,,,,REALEC
gone to,gone,to,similar_words,,statistics,,,,,,REALEC
Mr. Smith has gone to,mr,to,similar_words,,statistics,,,,,,REALEC
London. I think he’ll be back,london,,similar_words,,statistics,,,,,,REALEC
in a week,in,in,similar_words,,statistics,,,,,,REALEC
been in,been,in,similar_words,,statistics,,,,,,REALEC
Mr. Smith has already been in,mr,in,similar_words,,statistics,,,,,,REALEC
London for three days,london,for,similar_words,,statistics,,,,,,REALEC
spectator,spectator,,similar_words,,statistics,,,,,,REALEC
suit,suit,,similar_words,,statistics,,,,,,REALEC
This dress looks nice. It really,this,,similar_words,,statistics,,,,,,REALEC
suits you!,suits,,similar_words,,statistics,,,,,,REALEC
fit,fit,,similar_words,,statistics,,,,,,REALEC
"I like the suit, but the jacket",i,,similar_words,,statistics,,,,,,REALEC
doesn’t fit me. It’s too big,doesn,,similar_words,,statistics,,,,,,REALEC
She wore a green dress and a hat,she,,similar_words,,statistics,,,,,,REALEC
to match,to,to,similar_words,,statistics,,,,,,REALEC
This glove matches the one that,this,,similar_words,,statistics,,,,,,REALEC
was found at the crime scene,was,at,similar_words,,statistics,,,,,,REALEC
alone,alone,,similar_words,,statistics,,,,,,REALEC
She was all alone in a dark,she,in,similar_words,,statistics,,,,,,REALEC
forest,forest,,similar_words,,statistics,,,,,,REALEC
Was the killer acting alone,was,,similar_words,,statistics,,,,,,REALEC
lonely,lonely,,similar_words,,statistics,,,,,,REALEC
She has no friends so she feels,she,,similar_words,,statistics,,,,,,REALEC
lone,lone,,similar_words,,statistics,,,,,,REALEC
a lone house in the Berkshire,a,in,similar_words,,statistics,,,,,,REALEC
moors,moors,,similar_words,,statistics,,,,,,REALEC
room,room,,similar_words,,statistics,,,,,,REALEC
a spare/private/rest room,a,,similar_words,,statistics,,,,,,REALEC
She’s upstairs in her room,she,in,similar_words,,statistics,,,,,,REALEC
There isn’t much room in here,there,in,similar_words,,statistics,,,,,,REALEC
Is there room for one more in,is,for in,similar_words,,statistics,,,,,,REALEC
your car,your,,similar_words,,statistics,,,,,,REALEC
There was just enough room for,there,for,similar_words,,statistics,,,,,,REALEC
them all to sit down,them,to down,similar_words,,statistics,,,,,,REALEC
This table takes up too much,this,up,similar_words,,statistics,,,,,,REALEC
space,space,,similar_words,,statistics,,,,,,REALEC
empty/parking/storage space,empty,,similar_words,,statistics,,,,,,REALEC
I’ve got to make space for,i,to for,similar_words,,statistics,,,,,,REALEC
Mark’s things,mark,,similar_words,,statistics,,,,,,REALEC
He was absent-mindedly staring,he,,similar_words,,statistics,,,,,,REALEC
into space,into,into,similar_words,,statistics,,,,,,REALEC
I love the wide open spaces,i,,similar_words,,statistics,,,,,,REALEC
(= large areas of countryside) of,large,of of,similar_words,,statistics,,,,,,REALEC
central Australia,central,,similar_words,,statistics,,,,,,REALEC
We replaced the bath with a shower to create more,we,with to,similar_words,,statistics,,,,,,REALEC
She gets,she,,similar_words,,statistics,,,,,,REALEC
now that all her friends have,now,,similar_words,,statistics,,,,,,REALEC
left the village,left,,similar_words,,statistics,,,,,,REALEC
This suit is the right size for you. It,this,for,similar_words,,statistics,,,,,,REALEC
you perfectly,you,,similar_words,,statistics,,,,,,REALEC
must decide what to do. No one,must,to,similar_words,,statistics,,,,,,REALEC
else can do it for her,else,for,similar_words,,statistics,,,,,,REALEC
There was a large empty,there,,similar_words,,statistics,,,,,,REALEC
on the,on,on,similar_words,,statistics,,,,,,REALEC
second floor,second,,similar_words,,statistics,,,,,,REALEC
Does this shirt,does,,similar_words,,statistics,,,,,,REALEC
these trousers,these,,similar_words,,statistics,,,,,,REALEC
Police spokesman said that a/an,police,,similar_words,,statistics,,,,,,REALEC
gunman was responsible for the shooting,gunman,for,similar_words,,statistics,,,,,,REALEC
You should wear more red. This colour,you,,similar_words,,statistics,,,,,,REALEC
you very well,you,,similar_words,,statistics,,,,,,REALEC
suit,suit,,phrasal_verbs,,statistics,,,,,,REALEC
fit,fit,,phrasal_verbs,,statistics,,,,,,REALEC
match,match,,phrasal_verbs,,statistics,,,,,,REALEC
alone,alone,,phrasal_verbs,,statistics,,,,,,REALEC
lonely,lonely,,phrasal_verbs,,statistics,,,,,,REALEC
lone,lone,,phrasal_verbs,,statistics,,,,,,REALEC
space,space,,phrasal_verbs,,statistics,,,,,,REALEC
room,room,,phrasal_verbs,,statistics,,,,,,REALEC
"If I come across an unknown English word, I look it",if,across,phrasal_verbs,,statistics,,,,,,REALEC
in a dictionary,in,in,phrasal_verbs,,statistics,,,,,,REALEC
Look,look,,phrasal_verbs,,statistics,,,,,,REALEC
this exercise and underline all,this,,phrasal_verbs,,statistics,,,,,,REALEC
irregular verbs in it,irregular,in,phrasal_verbs,,statistics,,,,,,REALEC
My sister is looking,my,,phrasal_verbs,,statistics,,,,,,REALEC
an English language,an,,phrasal_verbs,,statistics,,,,,,REALEC
course to improve her speaking skills,course,to,phrasal_verbs,,statistics,,,,,,REALEC
I look,i,,phrasal_verbs,,statistics,,,,,,REALEC
to hearing from you soon,to,to from,phrasal_verbs,,statistics,,,,,,REALEC
! There’s a car coming,there,,phrasal_verbs,,statistics,,,,,,REALEC
He’s an excellent teacher. All his pupils look,he,,phrasal_verbs,,statistics,,,,,,REALEC
to him,to,to,phrasal_verbs,,statistics,,,,,,REALEC
We usually look,we,,phrasal_verbs,,statistics,,,,,,REALEC
the neighbours’ dog,the,,phrasal_verbs,,statistics,,,,,,REALEC
while they’re on holiday,while,on,phrasal_verbs,,statistics,,,,,,REALEC
my dictionary! Someone has torn it!,my,,phrasal_verbs,,statistics,,,,,,REALEC
look,look,,phrasal_verbs,,statistics,,,,,,REALEC
after,after,after,phrasal_verbs,,statistics,,,,,,REALEC
back,back,,phrasal_verbs,,statistics,,,,,,REALEC
down on,down,down on,phrasal_verbs,,statistics,,,,,,REALEC
for,for,for,phrasal_verbs,,statistics,,,,,,REALEC
forward,forward,,phrasal_verbs,,statistics,,,,,,REALEC
into,into,into,phrasal_verbs,,statistics,,,,,,REALEC
out,out,out,phrasal_verbs,,statistics,,,,,,REALEC
over,over,over,phrasal_verbs,,statistics,,,,,,REALEC
through,through,through,phrasal_verbs,,statistics,,,,,,REALEC
up to,up,up to,phrasal_verbs,,statistics,,,,,,REALEC
after at for forward out through up (2),after,through up,phrasal_verbs,,statistics,,,,,,REALEC
It turned,it,,phrasal_verbs,,statistics,,,,,,REALEC
that she had known him since,that,,phrasal_verbs,,statistics,,,,,,REALEC
childhood,childhood,,phrasal_verbs,,statistics,,,,,,REALEC
Will you turn,will,,phrasal_verbs,,statistics,,,,,,REALEC
"the television, please It’s",the,,phrasal_verbs,,statistics,,,,,,REALEC
time for my favourite soap,time,for,phrasal_verbs,,statistics,,,,,,REALEC
turn,turn,,phrasal_verbs,,statistics,,,,,,REALEC
against,against,against,phrasal_verbs,,statistics,,,,,,REALEC
around/,around,around,phrasal_verbs,,statistics,,,,,,REALEC
round,round,,phrasal_verbs,,statistics,,,,,,REALEC
away,away,,phrasal_verbs,,statistics,,,,,,REALEC
down,down,down,phrasal_verbs,,statistics,,,,,,REALEC
off,off,off,phrasal_verbs,,statistics,,,,,,REALEC
She turned,she,,phrasal_verbs,,statistics,,,,,,REALEC
at my house late one night,at,at,phrasal_verbs,,statistics,,,,,,REALEC
His first novel was turned,his,,phrasal_verbs,,statistics,,,,,,REALEC
a television serial,a,,phrasal_verbs,,statistics,,,,,,REALEC
This programme is really boring. Let’s turn,this,,phrasal_verbs,,statistics,,,,,,REALEC
to another channel,to,to,phrasal_verbs,,statistics,,,,,,REALEC
Don’t forget to turn,don,to,phrasal_verbs,,statistics,,,,,,REALEC
your computer when,your,,phrasal_verbs,,statistics,,,,,,REALEC
you leave home,you,,phrasal_verbs,,statistics,,,,,,REALEC
"Her family lived a long way away, and she had no one",her,,phrasal_verbs,,statistics,,,,,,REALEC
to turn,to,to,phrasal_verbs,,statistics,,,,,,REALEC
for advice,for,for,phrasal_verbs,,statistics,,,,,,REALEC
He turned,he,,phrasal_verbs,,statistics,,,,,,REALEC
the job because it involved too,the,,phrasal_verbs,,statistics,,,,,,REALEC
much travelling,much,,phrasal_verbs,,statistics,,,,,,REALEC
about,about,about,phrasal_verbs,,statistics,,,,,,REALEC
along,along,along,phrasal_verbs,,statistics,,,,,,REALEC
aside,aside,,phrasal_verbs,,statistics,,,,,,REALEC
in for,in,in for,phrasal_verbs,,statistics,,,,,,REALEC
Remember to go,remember,to,phrasal_verbs,,statistics,,,,,,REALEC
your essay checking for,your,for,phrasal_verbs,,statistics,,,,,,REALEC
grammar and spelling mistakes before you hand it in,grammar,before in,phrasal_verbs,,statistics,,,,,,REALEC
to the teacher,to,to,phrasal_verbs,,statistics,,,,,,REALEC
That bag really goes,that,,phrasal_verbs,,statistics,,,,,,REALEC
your shoes,your,,phrasal_verbs,,statistics,,,,,,REALEC
I’ll just go and find out what’s going,i,out,phrasal_verbs,,statistics,,,,,,REALEC
outside,outside,,phrasal_verbs,,statistics,,,,,,REALEC
He is planning to go,he,to,phrasal_verbs,,statistics,,,,,,REALEC
for politics after,for,for after,phrasal_verbs,,statistics,,,,,,REALEC
graduating from university,graduating,from,phrasal_verbs,,statistics,,,,,,REALEC
Please close the door as you go,please,,phrasal_verbs,,statistics,,,,,,REALEC
I’d rather not go,i,,phrasal_verbs,,statistics,,,,,,REALEC
detail now. Can we,detail,,phrasal_verbs,,statistics,,,,,,REALEC
discuss it later,discuss,,phrasal_verbs,,statistics,,,,,,REALEC
Stop talking and go,stop,,phrasal_verbs,,statistics,,,,,,REALEC
writing!,writing,,phrasal_verbs,,statistics,,,,,,REALEC
This bacon smells awful. I think it’s gone,this,,phrasal_verbs,,statistics,,,,,,REALEC
"начать действие (go to sleep, go to work",go,to to,phrasal_verbs,,statistics,,,,,,REALEC
go to war),go,to,phrasal_verbs,,statistics,,,,,,REALEC
with,with,with,phrasal_verbs,,statistics,,,,,,REALEC
without,without,without,phrasal_verbs,,statistics,,,,,,REALEC
in into off on (2) out over with,in,over with,phrasal_verbs,,statistics,,,,,,REALEC
bring,bring,,phrasal_verbs,,statistics,,,,,,REALEC
around/ round,around,around,phrasal_verbs,,statistics,,,,,,REALEC
together,together,,phrasal_verbs,,statistics,,,,,,REALEC
grow,grow,,phrasal_verbs,,statistics,,,,,,REALEC
(from someone) отдаляться,from,from,phrasal_verbs,,statistics,,,,,,REALEC
A little friendly competition is a good way to bring,a,to,phrasal_verbs,,statistics,,,,,,REALEC
the family,the,,phrasal_verbs,,statistics,,,,,,REALEC
Ann never saw her father while she was growing,ann,,phrasal_verbs,,statistics,,,,,,REALEC
these,these,,phrasal_verbs,,statistics,,,,,,REALEC
photographs,photographs,,phrasal_verbs,,statistics,,,,,,REALEC
any,any,,phrasal_verbs,,statistics,,,,,,REALEC
memories,memories,,phrasal_verbs,,statistics,,,,,,REALEC
Have you heard the news They’ve brought the,have,,phrasal_verbs,,statistics,,,,,,REALEC
to 5 p.m,to,to,phrasal_verbs,,statistics,,,,,,REALEC
I’ve grown,i,,phrasal_verbs,,statistics,,,,,,REALEC
my old clothes,my,,phrasal_verbs,,statistics,,,,,,REALEC
Jane has grown,jane,,phrasal_verbs,,statistics,,,,,,REALEC
a beautiful woman,a,,phrasal_verbs,,statistics,,,,,,REALEC
John’s parents died when he was young and he was,john,,phrasal_verbs,,statistics,,,,,,REALEC
brought,brought,,phrasal_verbs,,statistics,,,,,,REALEC
by his aunt,by,by,phrasal_verbs,,statistics,,,,,,REALEC
The new house slowly began to grow,the,to,phrasal_verbs,,statistics,,,,,,REALEC
her,her,,phrasal_verbs,,statistics,,,,,,REALEC
back forward into on out of together up (2),back,of up,phrasal_verbs,,statistics,,,,,,REALEC
come across,come,across,phrasal_verbs,,statistics,,,,,,REALEC
between,between,between,phrasal_verbs,,statistics,,,,,,REALEC
from,from,from,phrasal_verbs,,statistics,,,,,,REALEC
She was twenty when she first fell,she,,phrasal_verbs,,statistics,,,,,,REALEC
love,love,,phrasal_verbs,,statistics,,,,,,REALEC
Mark has come,mark,,phrasal_verbs,,statistics,,,,,,REALEC
with a new idea for our,with,with for,phrasal_verbs,,statistics,,,,,,REALEC
